# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Oct 09 15:54:19 BST 2024 [seed=1728485658784]
# -threads 4 H1avN2_HA_srd06_ur_cs_50m.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
3840000	-8018.09536356658	-2115.5491186846402	-5902.54624488194	4.397565595364169	2018.596878849076	74.13633808235123	8.943708149643296	10.913268333703353	10.82961520509902	0.362649006978018	0.18670063133882853	0.19937892158585055	0.25127144009730035	0.7417726359136562	0.15657854641686933	0.7863089951624	0.21369100483760334	1.1794634927436	0.6410730145128101	0.003248530452578564	0.0022454497607113455	0.003234695013050877	0.7096296248331782	0.047555360104350984	-5902.54624488194	-1657.6121102623383	-454.137706623725
3860000	-8042.689971374975	-2112.1840410770296	-5930.505930297946	4.793791091486419	2018.2006533529536	78.60519994190356	8.32731596665447	10.212709753451374	11.691706258873518	0.360365711728205	0.17667243658933443	0.20065857035107795	0.26230328133138	0.5148351327972566	0.33757832781183955	0.7324322290694001	0.26756777093060347	1.0986483436041001	0.8027033127918104	0.0037056400237511474	0.002998452413870094	0.003628243092478025	0.8091524467829746	-0.05919363233130751	-5930.505930297946	-1657.6121102623383	-450.82437062978454
3880000	-8034.7060663352495	-2119.9316036889327	-5914.774462646316	4.189880976957084	2018.804563467483	75.3521077211214	9.650849555306603	10.973044743718516	9.728871596344867	0.36058332766842255	0.17848433145721668	0.1971105172036314	0.26382182367072665	0.5615274288577969	0.15964956479231449	0.7709536822738594	0.22904631772614403	1.1564305234107892	0.6871389531784321	0.0034004247692453484	0.0024577172686175318	0.0036475494062954052	0.714157966546118	0.1864066756725767	-5914.774462646316	-1657.6121102623383	-458.95569948289886
3900000	-8038.9300746017325	-2130.900890176281	-5908.029184425452	5.197956280107866	2017.796488164332	82.08032963036766	9.210613256990351	13.03396895308326	14.076600379657393	0.3573420091086841	0.18529031069282656	0.20029755557484544	0.2570701246236412	0.7515947755250132	0.03006761705354664	0.7479677935827329	0.25203220641727053	1.1219516903740994	0.7560966192518116	0.003470694539278477	0.004108057513044763	0.003205644695330888	0.932550670240649	0.08237926591193448	-5908.029184425452	-1657.6121102623383	-468.79977901890146
3920000	-8060.962271818071	-2140.2993927691327	-5920.6628790489385	4.306274757655387	2018.6881696867847	84.08906328133561	9.793361330545169	9.65775389569099	8.151547544594042	0.35394744440892956	0.19046128065512394	0.20478490336691418	0.25080637156902963	0.5347406985115709	0.19030716978758588	0.748345880756436	0.2516541192435677	1.122518821134654	0.754962357730703	0.0031635210400546127	0.0023161962289783102	0.0030645504378949365	0.7060307222671692	0.11591253220255181	-5920.6628790489385	-1657.6121102623383	-479.93040795226995
3940000	-8059.412167147949	-2151.8307407587417	-5907.581426389207	5.520528111037655	2017.4739163334023	91.35943672221147	10.6274206083861	11.234926722664623	9.682540322616536	0.38093846600968395	0.18029675836087214	0.21116065783783886	0.22760411779160247	0.6134909647211145	0.20486853562311702	0.7559346128192314	0.2440653871807724	1.133901919228847	0.7321961615423171	0.0038745433606804116	0.004465651498189928	0.0029661712531491476	0.9326919286485075	-0.024169311619492068	-5907.581426389207	-1657.6121102623383	-490.4551947703684
3960000	-8068.180381284676	-2129.7480876553986	-5938.4322936292765	4.840623065520463	2018.1538213789195	77.82098694171214	9.711661303894045	11.186497542984814	12.899483095675775	0.3730181203462502	0.17550051148579693	0.19339480071082082	0.2580865674571294	0.5882466025543458	0.04441700214973488	0.7889730436402624	0.21102695635974103	1.1834595654603937	0.6330808690792231	0.0031890222371299655	0.0016179790795901813	0.0033402782654620407	0.46633068439265024	0.023092087625832272	-5938.4322936292765	-1657.6121102623383	-468.42737096600365
3980000	-8048.792262680271	-2120.959132580064	-5927.833130100207	3.9986339495868086	2018.9958104948532	74.56741636087331	9.136865072961736	9.294923865071066	5.794947836524757	0.38246102885634475	0.16643014529378927	0.21248059040691927	0.23862823544294393	0.9664520369604849	0.2477391201677007	0.767746167268399	0.23225383273160394	1.1516192509025984	0.6967614981948118	0.0037698216439436944	0.0014439644985336155	0.0036849092141892008	0.37186414291158176	0.05834594727218534	-5927.833130100207	-1657.6121102623383	-460.13370385930784
4000000	-8048.874786801338	-2127.073055615596	-5921.801731185742	4.193722071110729	2018.8007223733293	77.79375959558864	9.088969951872304	9.530878927524897	7.318692783685958	0.3690626068744504	0.18813266964232778	0.20230924132937972	0.2404954821538395	0.7994784135509463	0.17669625577371578	0.7505908230688286	0.2494091769311743	1.125886234603243	0.7482275307935229	0.0035440597076197337	0.0019825944569825953	0.003569116378293435	0.5848590194736105	0.03817691400795072	-5921.801731185742	-1657.6121102623383	-466.3757793172797
4020000	-8072.334300293096	-2122.759793345785	-5949.574506947311	4.451920243397986	2018.542524201042	76.81475654297074	8.168243483679179	11.970439037454648	9.542977451156602	0.38846167684245025	0.16920277401954045	0.19372786539813328	0.24860768373987344	1.1189565060540037	0.33374318922840035	0.720041029778284	0.2799589702217199	1.080061544667426	0.8398769106651597	0.003503038761096558	0.0017818652882635687	0.003633989003529257	0.4865905180168003	0.11770627205236024	-5949.574506947311	-1657.6121102623383	-460.33935454970015
