# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Oct 09 15:51:42 BST 2024 [seed=1728485501363]
# -threads 4 H1avN2_HA_srd06_sc_cs_50m.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
14580000	-6413.6216147397845	-447.93741968322365	-5965.684195056561	3.768079730706912	2019.2263647137331	69.90152368892127	8.144001148177269	11.509054090300799	11.934594091231093	0.3523571970953113	0.18522838760585197	0.21433493307130427	0.2480794822275383	0.40567862786665343	0.1599614513893998	0.7711257735454735	0.22887422645451128	1.1566886603182103	0.6866226793635338	0.0036613741487503903	0.0036613741487503885	-5965.684195056561	0.0	-443.41353149933553
14600000	-6437.940594218666	-472.2346857292388	-5965.705908489427	3.718552129160206	2019.2758923152799	75.3110818563132	9.148265788809312	11.55007868521642	10.04047553560029	0.36528937426491576	0.1821448318699703	0.21443998389197091	0.23812580997314892	0.48593776132429994	0.2227637046784099	0.7626885341773413	0.23731146582264323	1.144032801266012	0.7119343974679297	0.003561463075373932	0.0035614630753739336	-5965.705908489427	0.0	-467.66725487296054
14620000	-6431.081814862565	-469.52641564641146	-5961.555399216153	3.853269243939038	2019.141175200501	73.69586141384595	8.655744905390703	10.422194127126293	8.883770013735615	0.3666014803723613	0.1815261161802456	0.20833162820741152	0.2435407752399875	0.7307842403497812	0.31540265388539535	0.788239448823359	0.21176055117662537	1.1823591732350385	0.6352816535298761	0.003966502373540467	0.003966502373540468	-5961.555399216153	0.0	-464.66503449341104
14640000	-6413.720223994263	-466.337804194724	-5947.382419799538	3.8399972718664994	2019.1544471725736	75.56800726826235	8.465513844081379	10.5613773558227	11.906027608898173	0.3562007228252263	0.1897652108650323	0.20310513351793386	0.2509289327918133	0.46339522716259274	0.17825374594669813	0.7563889866353126	0.24361101336467106	1.134583479952969	0.7308330400940132	0.0033181632341798793	0.0033181632341798815	-5947.382419799538	0.0	-461.8841509965551
14660000	-6471.596753044996	-490.97614547848957	-5980.620607566507	3.9096586715486916	2019.0847857728913	82.26867169409006	10.394425336152791	12.321144582747973	10.540761987973623	0.35258942128542997	0.19684765223686282	0.2165426382140032	0.23402028826370977	0.647359368410889	0.0888830256354312	0.7750460131842372	0.2249539868157468	1.1625690197763556	0.6748619604472403	0.0029554345751156633	0.0029554345751156646	-5980.620607566507	0.0	-486.17260953248285
14680000	-6419.778036758563	-469.34423662064546	-5950.433800137917	3.6724996513428243	2019.3219447930971	75.50582450562626	8.452853591168116	8.803317272273729	12.83452832071171	0.36524952829206075	0.1880765369966912	0.20660662305925115	0.2400673116520028	0.5905227660870442	0.04617516851897534	0.7385372469772737	0.26146275302271	1.1078058704659106	0.7843882590681299	0.0035082309188998943	0.003508230918899899	-5950.433800137917	0.0	-465.0413082883301
14700000	-6428.84191559651	-470.8603911942724	-5957.9815244022375	3.3658443208566946	2019.6286001235833	71.78081471525682	9.769239415744574	10.862268971141939	8.642859011134194	0.3792184215498153	0.1717439137719909	0.19709177522290577	0.25194588945529384	0.5190918792279652	0.34233156162509104	0.7503325242545739	0.24966747574540973	1.1254987863818608	0.7490024272362292	0.003777540003426003	0.0037775400034260036	-5957.9815244022375	0.0	-466.25053259161814
14720000	-6405.843932734505	-456.10356247415353	-5949.7403702603515	4.015401302031733	2018.9790431424083	73.30159219624264	7.6820542716021905	9.784806899700673	10.530025176091682	0.35719756793582014	0.19705066887271966	0.20588771402187017	0.2398640491695958	0.6204859061823045	0.2989596918073896	0.7454305528734116	0.25456944712657237	1.1181458293101174	0.7637083413797171	0.003441836436569462	0.00344183643656946	-5949.7403702603515	0.0	-451.5312916101783
14740000	-6422.2420741156675	-470.47722539736645	-5951.764848718301	3.6690029341659662	2019.325441510274	73.91049292306745	9.679931789843387	9.702794276809753	10.138069208255978	0.3827947520675018	0.19203254252195828	0.18754793828883848	0.23762476712170733	0.5029524597696632	0.13541236063842393	0.7808491319370516	0.21915086806293244	1.1712736979055776	0.6574526041887974	0.003367748567402078	0.003367748567402076	-5951.764848718301	0.0	-466.33998854091936
14760000	-6417.584101188548	-443.1815739557679	-5974.40252723278	3.8986083704873846	2019.0958360739526	67.39861599899339	6.378724777753439	13.280489930842773	10.179462421252513	0.3643306171273254	0.17806264343041173	0.21722921846933896	0.24037752097292991	0.35179989128315653	0.5032591259923823	0.7615856080705532	0.23841439192943123	1.1423784121058298	0.7152431757882937	0.003867644908610533	0.00386764490861053	-5974.40252723278	0.0	-438.2924275669278
14780000	-6398.68038058944	-443.2040911428438	-5955.476289446596	3.648690227988654	2019.3457542164513	69.79088412024174	7.5554473686116825	9.314604438163549	6.6813089915454755	0.36121104322790915	0.16933122637024448	0.2128204752858235	0.2566372551160288	0.5004644519972621	0.3283916073542987	0.7627484234693502	0.23725157653063464	1.1441226352040252	0.7117547295919039	0.0036671961092334376	0.003667196109233438	-5955.476289446596	0.0	-439.641535933143
14800000	-6409.7915997472055	-436.30086150993446	-5973.490738237271	3.918020043234525	2019.0764244012055	66.84999472652436	7.0844700035571435	14.209040852064174	6.057354052503523	0.35914076165677067	0.18407569808811955	0.1911479836880796	0.26563555656703614	0.792151888989977	0.16981938007172998	0.7559505221845749	0.24404947781541084	1.1339257832768623	0.7321484334462325	0.0037961922675716774	0.0037961922675716774	-5973.490738237271	0.0	-431.8389628744292
14820000	-6394.492932744467	-438.7991640929802	-5955.693768651487	4.009072574502456	2018.9853718699376	67.8022493160135	6.790141921315325	10.441001628477542	12.914850884926095	0.37061922548924553	0.1872711452652301	0.2027428836314083	0.23936674561412222	0.9471928310759054	0.2591317868922025	0.758080354947543	0.2419196450524429	1.1371205324213145	0.7257589351573287	0.004239016325758445	0.004239016325758439	-5955.693768651487	0.0	-433.08438526125275
14840000	-6413.2043436472495	-454.24069376351235	-5958.963649883737	3.5309608271626844	2019.4634836172772	69.59381344283533	8.797701722402785	13.915160116382603	8.329407302543235	0.3459197854710073	0.20311716508675204	0.20602429116002435	0.24493875828222253	0.4643263491061568	0.2581438082465987	0.7557561358302471	0.24424386416973928	1.1336342037453706	0.7327315925092178	0.00404058136986092	0.004040581369860918	-5958.963649883737	0.0	-449.53126059825826
14860000	-6424.655686708547	-474.63410637476267	-5950.021580333785	4.0091855402248795	2018.985258904215	77.08591687123352	8.412032856715062	10.65961210670445	13.56858855467544	0.3445871058218516	0.19504372160409222	0.20918980597009254	0.25117936660397006	0.563386819377654	0.19855665637444503	0.7652706841633116	0.23472931583667495	1.1479060262449674	0.7041879475100248	0.003352800582251794	0.0033528005822517928	-5950.021580333785	0.0	-469.66617492400115
14880000	-6428.8116556184295	-468.11020769823887	-5960.701447920191	3.685463008205152	2019.3089814362347	74.3747826359014	8.943856503030153	9.10138440741227	8.771206688549334	0.3672370217575517	0.17471286228329483	0.19637889270939665	0.2616712232497633	0.4669349645646363	0.19390047145687409	0.7897308267756917	0.21026917322429445	1.1845962401635375	0.6308075196728833	0.003562035590205566	0.003562035590205569	-5960.701447920191	0.0	-464.34109112787297
14900000	-6422.57644501702	-470.72215869868364	-5951.854286318337	4.751795849548879	2018.242648594891	78.33609028182637	9.543734995580927	9.160970619395727	6.69027460501875	0.36902135713380685	0.1769659833573058	0.20595815315378244	0.24805450635511148	0.40272719324851874	0.2592776744951909	0.7490566480866482	0.25094335191333755	1.1235849721299722	0.7528300557400127	0.0036254625661377472	0.0036254625661377446	-5951.854286318337	0.0	-467.32263589884974
14920000	-6446.278689701895	-479.70638487270185	-5966.572304829193	4.361933448817279	2018.6325109956226	80.33701288773392	9.974363501229712	10.875893040371032	6.480804180922531	0.36507192955611156	0.1674943143478212	0.21706584065357487	0.25036791544249887	0.6603294414527595	0.17573187513841954	0.7707118176166049	0.22928818238337992	1.1560677264249073	0.6878645471501398	0.003370421926725025	0.0033704219267250285	-5966.572304829193	0.0	-475.7123091431012
14940000	-6418.063867209446	-459.03765675095485	-5959.026210458491	3.905460153352914	2019.0889842910872	75.26244166970123	8.632171511366463	12.177648583053763	6.782521251268298	0.3551450226463602	0.18975568853792488	0.2143413241507655	0.2407579646649558	0.5947585770950898	0.20219755251518978	0.7493243211474172	0.2506756788525677	1.1239864817211258	0.7520270365577031	0.0036304548493648918	0.003630454849364895	-5959.026210458491	0.0	-454.90512540976016
14960000	-6433.809602600588	-475.65614451837985	-5958.153458082208	4.168732461180613	2018.8257119832595	76.10106962619912	7.718534739853491	12.311801035227525	8.354814099812451	0.3660243073335927	0.1846804258842788	0.19585484953534169	0.2534404172467931	0.5888866505374913	0.2496625132438537	0.7419545530600125	0.25804544693997183	1.1129318295900186	0.7741363408199156	0.003360639627474025	0.0033606396274740284	-5958.153458082208	0.0	-471.2480287133691
14980000	-6421.738593708787	-464.6870973518525	-5957.051496356935	3.920984530818328	2019.0734599136217	74.85992339454262	9.569491956261563	9.149102756973981	8.623208037300099	0.36264955406239874	0.17441686464625636	0.19948959306756764	0.2634439882237834	0.4982847498546765	0.25272371094089635	0.7255643681964626	0.2744356318035209	1.088346552294694	0.8233068954105627	0.003521484337370728	0.0035214843373707295	-5957.051496356935	0.0	-460.7007054967693
15000000	-6445.699290552688	-469.0010457946625	-5976.698244758025	4.46973094526791	2018.524713499172	75.82910058966787	9.125177096236625	14.504677361037551	6.670162039561422	0.3554166380873734	0.20016711658533154	0.1943359964852948	0.2500802488420065	0.5716344110441663	0.10674932924584188	0.7386646950379322	0.26133530496205115	1.1079970425568983	0.7840059148861535	0.0035254456259663715	0.003525445625966371	-5976.698244758025	0.0	-464.7483563124758
15020000	-6442.454686002218	-471.9441158992709	-5970.510570102947	4.229699378043412	2018.7647450663965	77.05778592907326	9.889231132503895	10.185219067165445	7.356074036255876	0.3465467354245471	0.18029220973368776	0.21097438166684057	0.26218667317493083	1.0315862817106303	0.24582504782697592	0.7481966957737948	0.2518033042261891	1.1222950436606922	0.7554099126785672	0.003895538726789834	0.003895538726789833	-5970.510570102947	0.0	-466.8734618784249
15040000	-6399.138685605058	-451.7727073191599	-5947.365978285898	3.7315866631973917	2019.2628577812425	70.08822322121054	6.4927253935461975	12.198629009914674	8.962633302636007	0.3575544275580129	0.17579865997788105	0.21557221898385961	0.2510746934802526	0.4866225327496273	0.17834718672532898	0.7636330008960408	0.23636699910394363	1.145449501344061	0.7091009973118308	0.003818579335923935	0.0038185793359239387	-5947.365978285898	0.0	-447.66364113909515
15060000	-6407.817166598483	-451.6571029627944	-5956.160063635689	3.736151358180241	2019.2582930862598	71.54879270320494	6.643075656498275	16.194871198684734	9.395211811788315	0.3852884767200805	0.17213353236922893	0.20154580474564368	0.24103218616505284	0.45826191908997166	0.34256492380007103	0.7697942370383328	0.23020576296165185	1.1546913555574991	0.6906172888849555	0.003745951250440616	0.0037459512504406144	-5956.160063635689	0.0	-446.6077815177134
15080000	-6429.126944608828	-466.87782758708835	-5962.24911702174	4.182858488840132	2018.8115859555999	74.45100841920805	9.11071322291624	10.099383946223258	10.781417461787456	0.37606659358840144	0.17376887259066845	0.19752379986520363	0.2526407339557322	0.738996324523221	0.22380683673713653	0.7968768662214035	0.20312313377858102	1.1953152993321052	0.609369401335743	0.003714979531303785	0.003714979531303787	-5962.24911702174	0.0	-461.8914580144823
15100000	-6415.763906939796	-451.17771959681795	-5964.586187342978	3.7142448552994436	2019.2801995891405	70.41200797236337	8.019669597274618	10.451035227689456	9.093299734295698	0.39057604206672336	0.16599967835056753	0.19219047973594003	0.25123379984677485	0.4923358432480966	0.21916330120348357	0.7688723475142224	0.23112765248576128	1.1533085212713337	0.6933829574572838	0.0038678614065794153	0.0038678614065794166	-5964.586187342978	0.0	-447.0255142711577
15120000	-6426.394232263966	-464.06614930622464	-5962.328082957742	4.144001090526524	2018.8504433539135	75.0392743736882	8.79705148185947	12.612133870732217	8.147442188322312	0.361986838886235	0.1690186769146212	0.21430432345250797	0.2546901607466415	0.5552399017726909	0.11638061402533417	0.7741431281380725	0.225856871861911	1.1612146922071087	0.6775706155857331	0.0033085360160397966	0.003308536016039796	-5962.328082957742	0.0	-459.86477069233825
15140000	-6431.954981341372	-467.07036519402226	-5964.88461614735	3.677072733194267	2019.3173717112456	72.61349124067033	7.85625215855416	13.288198416840372	13.141252943836623	0.3634412200362346	0.17567348895553772	0.22333969663915038	0.237545594369083	0.38049572813590954	0.22984056252662227	0.7735530601434473	0.22644693985653638	1.160329590215171	0.6793408195696091	0.0038770707846994385	0.003877070784699437	-5964.88461614735	0.0	-461.9842813545751
15160000	-6442.261417296589	-476.36696863360413	-5965.894448662984	3.74034217511017	2019.25410226933	77.55066226852338	9.599426780285803	12.19309293105331	8.703990461812744	0.36504701884983465	0.17683120738582023	0.20504892486237325	0.2530728489019775	0.7642083595909043	0.3688236737683501	0.7371859477064328	0.2628140522935515	1.1057789215596492	0.7884421568806544	0.0034942187546172085	0.003494218754617207	-5965.894448662984	0.0	-471.07464500662644
15180000	-6384.652916510394	-439.8091143970902	-5944.843802113303	3.847518209016627	2019.1469262354233	68.55111912780522	7.65123817841126	11.909422306486318	9.92117670291083	0.36451460494113913	0.17653392637717427	0.21077757330247987	0.24817389537921244	1.090430487448615	0.16563878957271083	0.7833544802852791	0.21664551971470472	1.1750317204279186	0.6499365591441142	0.004411384357985878	0.0044113843579858805	-5944.843802113303	0.0	-434.1000226137558
15200000	-6425.039305725923	-450.0565551923659	-5974.982750533558	3.6350639916310747	2019.3593804528089	70.64786991547912	7.297387326339497	10.562186816485147	9.067273672947495	0.3550742569627235	0.17255664673906337	0.21666408094472964	0.2557050153534892	0.6425953318253468	0.011385693565895711	0.7544876812573217	0.24551231874266158	1.1317315218859825	0.7365369562279848	0.0035901676306331486	0.0035901676306331503	-5974.982750533558	0.0	-446.1567420055635
15220000	-6388.035481280302	-438.5344740330877	-5949.501007247214	3.7482380872805883	2019.2462063571593	66.16356698583793	7.007438834091704	9.382575253429156	7.19292752852784	0.3566121527898845	0.18862487431754574	0.1925606263032715	0.2622023465893039	0.4800004910751762	0.2740191819228666	0.7202476699698277	0.2797523300301551	1.0803715049547415	0.8392569900904653	0.004297904174861417	0.0042979041748614135	-5949.501007247214	0.0	-434.9314111616973
15240000	-6400.535181637338	-449.94742620271313	-5950.587755434624	3.809323298512809	2019.1851211459273	69.36336484846903	7.996662083481179	10.01242743477455	8.861141569829151	0.3587821209716697	0.18561152435863398	0.19871637227197192	0.2568899823977301	0.4638368508486059	0.17314136589324802	0.7538245561463176	0.24617544385366524	1.1307368342194763	0.7385263315609958	0.004000035630333552	0.004000035630333557	-5950.587755434624	0.0	-446.0425939847782
15260000	-6423.294451035764	-464.5755780927399	-5958.718872943024	3.6112910464949803	2019.383153397945	72.92653404291175	9.0516553206787	9.214078652853328	10.774494569960998	0.3744727307220774	0.1775586505971643	0.19095998225584923	0.2570086364249147	0.372693288314766	0.2512481346615122	0.7538852450459156	0.24611475495406715	1.1308278675688734	0.7383442648622014	0.003709376561802788	0.0037093765618027843	-5958.718872943024	0.0	-460.43723638405726
15280000	-6399.0271792942885	-460.5589760958486	-5938.46820319844	3.800126706321258	2019.1943177381188	72.12826273835306	9.154764672272766	10.849842863180717	13.391507980394415	0.36559462296322454	0.17247135695547983	0.19753118860865537	0.26440283147264615	0.5367028520648263	0.15457647820218112	0.7672595601921022	0.2327404398078808	1.1508893402881533	0.6982213194236424	0.0039404427495716736	0.0039404427495716675	-5938.46820319844	0.0	-455.5013528438181
15300000	-6438.299551950081	-470.2950912752052	-5968.004460674876	3.910368895885533	2019.0840755485544	75.40099542222967	8.733992513206944	10.407440714180876	10.026606382782328	0.3713936928980357	0.17499558004366508	0.20968059380274434	0.24393013325556084	0.3693785038761365	0.15755151770144604	0.7675229298360527	0.23247707016393057	1.1512843947540792	0.6974312104917917	0.003263832508344635	0.003263832508344633	-5968.004460674876	0.0	-466.40358439938694
15320000	-6415.33657006574	-465.48920056479113	-5949.847369500949	3.4974656017447447	2019.4969788426952	72.99386672535533	9.003268256439663	10.47379543442464	14.883035974379936	0.36723314233718773	0.16979838617428822	0.2148475101467004	0.24812096134182962	0.5317663702821065	0.17884058909430958	0.7789193317824815	0.22108066821750222	1.1683789976737222	0.6632420046525067	0.003757963414088205	0.0037579634140882086	-5949.847369500949	0.0	-460.2983724317803
15340000	-6419.883193806958	-458.6655534064696	-5961.217640400489	3.644610273620092	2019.3498341708198	71.65257545606082	8.378599758983043	8.938629866335694	11.229777787016507	0.3607665410286312	0.17348717931929608	0.21060544909035445	0.25514083056172426	0.624324193640111	0.14349090786585875	0.762524638614679	0.23747536138530517	1.1437869579220186	0.7124260841559156	0.0037493799025028877	0.0037493799025028834	-5961.217640400489	0.0	-454.2797686777803
15360000	-6427.931243462599	-464.9340004807867	-5962.997242981813	3.5292299093634667	2019.4652145350765	71.72907176783357	8.86500758580148	9.3488623000225	9.309548597714738	0.3675088940293818	0.1881970165117821	0.20162953538480036	0.2426645540740417	0.832404226977709	0.2188933095567534	0.7741078286847497	0.22589217131523487	1.1611617430271246	0.6776765139457046	0.003727085322307007	0.0037270853223070077	-5962.997242981813	0.0	-460.19647433511636
15380000	-6423.01203478999	-467.1985320937323	-5955.813502696258	3.7339488410122064	2019.2604956034277	74.00531018906783	9.272603444976228	11.72834007387173	7.523649924788603	0.3643198973322782	0.18003840647950028	0.20046315509022974	0.25517854109799776	0.42980951468043205	0.16649416884355286	0.7896839718541895	0.21031602814579553	1.1845259577812843	0.6309480844373866	0.0036559791507707537	0.0036559791507707524	-5955.813502696258	0.0	-463.2918810972228
15400000	-6405.465499253861	-454.6157124287061	-5950.849786825154	4.123278748804055	2018.871165695636	71.27777542262565	7.868179317365881	11.947711586913439	14.758671149404691	0.3591629859647662	0.2028919189006675	0.19799949647906112	0.2399455986555114	0.5978111796732694	0.6901750766545502	0.7246737764625112	0.2753262235374737	1.0870106646937667	0.8259786706124211	0.0037852508735228643	0.003785250873522865	-5950.849786825154	0.0	-448.16050437566093
15420000	-6414.466055422073	-466.3142739088735	-5948.151781513199	3.6527402059638767	2019.341704238476	72.65513951044332	8.491901680673033	11.192106706589332	14.89257767270552	0.3764228098188866	0.1855731334091717	0.20890659438180523	0.22909746239014267	0.6535589463183034	0.17776923448640625	0.7542400836168844	0.24575991638310044	1.1313601254253267	0.7372797491493013	0.00363387014040287	0.0036338701404028677	-5948.151781513199	0.0	-460.83888862683153
15440000	-6434.548501155604	-479.0106949827707	-5955.537806172833	3.7355777150854164	2019.2588667293546	77.44061014300961	9.671851115260345	10.215982307224097	10.676098099427978	0.3656253962236195	0.1896798510311961	0.2046622853050394	0.24003246744015122	0.5320699775646646	0.17983274396407228	0.7795049883278843	0.2204950116721005	1.1692574824918265	0.6614850350163015	0.003406658788667224	0.003406658788667223	-5955.537806172833	0.0	-474.53941230550686
15460000	-6439.2115859267005	-476.8242223978985	-5962.387363528802	3.9578493065947216	2019.0365951378453	77.62343287309325	9.2587914496853	12.381699236834546	12.637574383907745	0.34938768956228994	0.18852929674442148	0.2111583521121584	0.2509246615811364	0.4937148331213863	0.13130910138021984	0.757606386445492	0.24239361355449254	1.136409579668238	0.7271808406634777	0.0034320943265713465	0.0034320943265713465	-5962.387363528802	0.0	-471.87275496039877
15480000	-6408.714644500123	-461.3507772258321	-5947.363867274291	4.026251517002145	2018.968192927438	74.84805893346036	7.270810239063173	10.246543410923847	11.26530699050529	0.3567437696309863	0.19257653453338916	0.2048286102090619	0.24585108562656888	0.5223817153792052	0.17819014383405513	0.7398283931212478	0.26017160687873664	1.1097425896818718	0.7805148206362099	0.00359064267394638	0.0035906426739463803	-5947.363867274291	0.0	-457.0320458525689
15500000	-6405.976097157307	-447.9050020900126	-5958.071095067295	3.5856599633509187	2019.408784481089	68.31287072897591	7.987011796039237	11.354530128000523	9.366148144151946	0.36083403875976905	0.1890537404844988	0.20191312036076495	0.24819910039497345	0.5045617643284176	0.21300738485160706	0.773009264624638	0.22699073537534595	1.1595138969369572	0.6809722061260378	0.004336794904985179	0.004336794904985183	-5958.071095067295	0.0	-443.4392010151443
15520000	-6405.3534486418675	-457.7033129719718	-5947.6501356698955	3.6329677160192633	2019.3614767284207	69.40410946803368	8.537086458475342	9.598086578567363	10.340589120531183	0.34955835411081093	0.19605689228973985	0.19491495672442727	0.2594697968750282	0.5198423215594082	0.30557487839573505	0.7680761566326247	0.23192384336735908	1.152114234948937	0.6957715301020773	0.003838833414531146	0.0038388334145311445	-5947.6501356698955	0.0	-453.1862522758186
15540000	-6429.994150213923	-469.84586785716994	-5960.148282356753	4.230964081392012	2018.763480363048	76.46713784346541	9.723221733235897	10.093987425715865	12.028278931678551	0.37487120645356753	0.18402956219118688	0.19539829179480828	0.2457009395604434	0.6823615128577559	0.1755532825949841	0.7758246683110408	0.22417533168894252	1.1637370024665612	0.6725259950668275	0.003937359651995154	0.003937359651995151	-5960.148282356753	0.0	-464.7552183218923
15560000	-6435.105286962335	-467.8472891540105	-5967.257997808325	3.680457151131372	2019.3139872933086	73.35344805955255	7.572359032486164	9.796971078742637	7.595863954025512	0.3780246365170755	0.17392263883186976	0.20345179028536173	0.24460093436569932	0.593482699514958	0.08079584054354132	0.7513562804006283	0.2486437195993551	1.1270344206009424	0.7459311587980653	0.003929152708728157	0.003929152708728157	-5967.257997808325	0.0	-464.2512704800098
15580000	-6431.904762018361	-481.6976476992056	-5950.207114319155	3.4770844899950237	2019.517359954445	75.66168316541602	8.974029447461893	8.604784441135065	9.202490256725785	0.36459230737018034	0.17495733992390725	0.21090688115105663	0.24954347155486234	0.7731481274120601	0.1427836459231637	0.7690814695115263	0.2309185304884567	1.1536222042672895	0.6927555914653701	0.0036951646256579967	0.0036951646256579993	-5950.207114319155	0.0	-477.40431468502146
15600000	-6451.732938992033	-501.7299001689831	-5950.00303882305	4.038829407193446	2018.9556150372466	85.25019298599345	11.60588887323945	10.817211026926618	10.12625227407367	0.35884972397271986	0.1841144459536656	0.19794201994051283	0.25909381013310817	0.5446179292727743	0.10702803454095754	0.7553816998416458	0.24461830015833677	1.1330725497624687	0.7338549004750103	0.002975939561883455	0.0029759395618834503	-5950.00303882305	0.0	-497.3141676503008
15620000	-6428.400085479745	-469.09553695334944	-5959.304548526396	3.7210335796734473	2019.2734108647664	76.66354022057743	8.958149373434635	12.09733431092052	11.914748351710726	0.3505877053069341	0.19910093626725928	0.20343228616329276	0.24687907226252054	0.4917528638122437	0.08179165600772545	0.7730479014141584	0.22695209858582444	1.1595718521212375	0.6808562957574733	0.0038463190561164188	0.003846319056116419	-5959.304548526396	0.0	-464.3497014674934
15640000	-6429.67575845272	-470.8836174267143	-5958.792141026006	4.002457318269063	2018.991987126171	75.4310065222846	9.22928424007735	8.966941158313599	8.585275578799937	0.37804267205501985	0.16830906788299013	0.19868549474007247	0.25496276532192425	0.49554503759956003	0.17989722427824065	0.7672367141649409	0.2327632858350426	1.1508550712474113	0.6982898575051278	0.003210625677784637	0.0032106256777846343	-5958.792141026006	0.0	-467.19926476309354
15660000	-6411.67532722055	-459.11765545921526	-5952.557671761335	3.587437838696751	2019.4070066057432	69.09056360948098	7.174306641204201	11.587125791858025	12.103251883153959	0.3404032628054367	0.18786235810792115	0.20826096048616757	0.26347341860048146	0.4854951473140273	0.10733460548620712	0.7790515635208118	0.22094843647917084	1.1685773452812178	0.6628453094375125	0.0037288540840949794	0.0037288540840949807	-5952.557671761335	0.0	-454.60910229696356
15680000	-6402.941612615522	-453.22688361022153	-5949.714729005301	3.5258039115814395	2019.4686405328584	68.17377030188788	7.325093182940074	10.37044014189272	7.960575464532058	0.3534399041353986	0.18413190818812813	0.20721385492851271	0.2552143327479673	0.5799869476099233	0.28725623361246777	0.7554889986092468	0.24451100139073625	1.1332334979138703	0.7335330041722088	0.003967747514432553	0.003967747514432551	-5949.714729005301	0.0	-449.07131038017826
15700000	-6399.038391790359	-457.3288995462284	-5941.709492244131	3.81531268053634	2019.1791317639036	71.0002550526562	8.053037400227273	11.613084859499926	8.157136542449429	0.36036854072303076	0.1782218603855317	0.20872430125973737	0.252685297631707	0.4615788321226368	0.21366693090941316	0.7589410377186495	0.24105896228133383	1.1384115565779742	0.7231768868440015	0.003986287705736819	0.003986287705736822	-5941.709492244131	0.0	-453.21241788654237
15720000	-6407.752401880809	-435.8690921058405	-5971.883309774968	3.556650360862421	2019.4377940835775	66.14476753733972	7.115601122068583	11.719004367920137	9.771879193477865	0.38240783696553826	0.1940949649890559	0.19063785552341891	0.23285934252199375	0.5205573666452656	0.2972202050640314	0.7527680805590724	0.24723191944091122	1.1291521208386086	0.7416957583227337	0.003802248231516992	0.003802248231516993	-5971.883309774968	0.0	-431.2754263069618
15740000	-6414.741087251605	-463.9828881640868	-5950.758199087518	3.7429409246716885	2019.2515035197682	72.21334529850894	7.058002456943174	11.37962916865668	10.270375711455134	0.36088680533335066	0.19152410780126822	0.20564406042086497	0.24194502644452306	0.9772414088219654	0.1578239475911766	0.7595030664818571	0.2404969335181268	1.1392545997227856	0.7214908005543803	0.0034676354747836076	0.0034676354747836054	-5950.758199087518	0.0	-458.81911517510036
15760000	-6413.06791986438	-473.3494133874445	-5939.7185064769355	3.91697973556173	2019.0774647088783	75.10118230695822	8.633906442053274	11.920924869633485	13.500639568126294	0.3633635286041814	0.18989372059526138	0.19078238762708602	0.2559603631734781	0.7597066873398836	0.15232814578540332	0.8042058259195299	0.19579417408045396	1.206308738879295	0.5873825222413619	0.003524591675988397	0.003524591675988399	-5939.7185064769355	0.0	-467.8075322266806
15780000	-6441.270181598052	-484.468857644593	-5956.801323953458	3.958221423461765	2019.0362230209782	78.10566768893574	10.732678797440677	10.13435419914901	13.996154522733486	0.365613168750012	0.1747019470669615	0.21176309979097796	0.2479217843920555	0.6948179786885289	0.15246500364064575	0.7755618281273617	0.22443817187262205	1.1633427421910425	0.6733145156178661	0.003488228973516913	0.003488228973516914	-5956.801323953458	0.0	-479.0900404057506
15800000	-6450.9463538374575	-483.5086952457082	-5967.437658591749	4.1025716384315	2018.8918728060085	83.47221805769848	10.230341128722424	8.368403467198142	12.38439105298659	0.3673526013043795	0.18156898780092612	0.2057945055634294	0.24528390533127192	0.662046849323301	0.21682414384157947	0.775374365787762	0.2246256342122223	1.163061548681643	0.6738769026366669	0.00328469976711368	0.0032846997671136845	-5967.437658591749	0.0	-478.76305639193987
15820000	-6422.782127969615	-473.99810638174984	-5948.784021587866	4.004664135489287	2018.9897803089507	75.80362910082415	7.472512281483509	10.940021040100168	6.750630710912798	0.3580817226543015	0.17758403681542842	0.21339876604220123	0.2509354744880759	0.5520685967351827	0.16275279404709012	0.7313623264372837	0.2686376735627012	1.0970434896559256	0.8059130206881036	0.0035497201787765987	0.003549720178776597	-5948.784021587866	0.0	-470.4069144645274
15840000	-6443.050422471039	-464.7779879092771	-5978.272434561763	3.7130229413900326	2019.2814215030498	74.83609204794402	8.91992588275796	8.890446854113739	11.038259927084427	0.3601479770484737	0.18550037198256009	0.2116851517697801	0.24266649919919303	0.3880418856875523	0.10225610872074153	0.7349626194963449	0.2650373805036402	1.1024439292445174	0.7951121415109206	0.0034177239340939356	0.0034177239340939325	-5978.272434561763	0.0	-461.0077949516829
15860000	-6442.142605697317	-481.1645084876014	-5960.978097209715	3.975393571976028	2019.019050872464	77.7941304085377	9.510770299311806	10.82988220881759	14.04147477502454	0.3440808346711471	0.19210804884796137	0.2096787741023923	0.2541323423785061	0.7957101954747893	0.12180928543925806	0.7872303038577294	0.2127696961422555	1.1808454557865942	0.6383090884267665	0.003760270274935661	0.0037602702749356654	-5960.978097209715	0.0	-475.57614513290827
