name, date, county
A/sw/France/72-200461-1/2020_NE_72_2020.50277777778, 2020.50277777778, 72
A/sw/France/72-220017-3/2022_NE_72_2022.00555555556, 2022.00555555556, 72
A/sw/France/72-210509-4/2021_NE_72_2021.8, 2021.8, 72
A/sw/France/72-200205/2020_NE_72_2020.42777777778, 2020.42777777778, 72
A/sw/France/72-200305/2020_PSE_72_2020.56111111111, 2020.56111111111, 72
A/sw/France/72-200244/2020_NE_72_2020.53888888889, 2020.53888888889, 72
A/sw/France/72-210053-6/2021_NE_72_2021.00833333333, 2021.00833333333, 72
A/sw/France/72-220016-1/2021_PSE_72_2021.98888888889, 2021.98888888889, 72
A/sw/France/72-210508-1/2021_NE_72_2021.78055555556, 2021.78055555556, 72
A/sw/France/72-200318/2020_PSE_72_2020.55277777778, 2020.55277777778, 72
A/sw/France/76-210447-1/2021_PSE_76_2021.40555555556, 2021.40555555556, 76
